   0.0000000e+00   0.0000000e+00
   3.3444816e-03   8.2003835e-03
   6.6889632e-03   1.1625572e-02
   1.0033445e-02   1.4271717e-02
   1.3377926e-02   1.6516340e-02
   1.6722408e-02   1.8505032e-02
   2.0066890e-02   2.0312113e-02
   2.3411371e-02   2.1981510e-02
   2.6755853e-02   2.3541692e-02
   3.0100334e-02   2.5012323e-02
   3.3444816e-02   2.6407634e-02
   3.6789298e-02   2.7738302e-02
   4.0133779e-02   2.9012570e-02
   4.3478261e-02   3.0236950e-02
   4.6822742e-02   3.1416687e-02
   5.0167224e-02   3.2556072e-02
   5.3511706e-02   3.3658669e-02
   5.6856187e-02   3.4727469e-02
   6.0200669e-02   3.5765015e-02
   6.3545151e-02   3.6773481e-02
   6.6889632e-02   3.7754749e-02
   7.0234114e-02   3.8710456e-02
   7.3578595e-02   3.9642036e-02
   7.6923077e-02   4.0550754e-02
   8.0267559e-02   4.1437731e-02
   8.3612040e-02   4.2303968e-02
   8.6956522e-02   4.3150360e-02
   9.0301003e-02   4.3977712e-02
   9.3645485e-02   4.4786753e-02
   9.6989967e-02   4.5578141e-02
   1.0033445e-01   4.6352480e-02
   1.0367893e-01   4.7110317e-02
   1.0702341e-01   4.7852156e-02
   1.1036789e-01   4.8578459e-02
   1.1371237e-01   4.9289655e-02
   1.1705686e-01   4.9986137e-02
   1.2040134e-01   5.0668272e-02
   1.2374582e-01   5.1336402e-02
   1.2709030e-01   5.1990843e-02
   1.3043478e-01   5.2631894e-02
   1.3377926e-01   5.3259832e-02
   1.3712375e-01   5.3874919e-02
   1.4046823e-01   5.4477403e-02
   1.4381271e-01   5.5067515e-02
   1.4715719e-01   5.5645476e-02
   1.5050167e-01   5.6211493e-02
   1.5384615e-01   5.6765765e-02
   1.5719064e-01   5.7308480e-02
   1.6053512e-01   5.7839819e-02
   1.6387960e-01   5.8359951e-02
   1.6722408e-01   5.8869042e-02
   1.7056856e-01   5.9367249e-02
   1.7391304e-01   5.9854723e-02
   1.7725753e-01   6.0331608e-02
   1.8060201e-01   6.0798046e-02
   1.8394649e-01   6.1254171e-02
   1.8729097e-01   6.1700114e-02
   1.9063545e-01   6.2136001e-02
   1.9397993e-01   6.2561954e-02
   1.9732441e-01   6.2978092e-02
   2.0066890e-01   6.3384530e-02
   2.0401338e-01   6.3781380e-02
   2.0735786e-01   6.4168753e-02
   2.1070234e-01   6.4546753e-02
   2.1404682e-01   6.4915485e-02
   2.1739130e-01   6.5275051e-02
   2.2073579e-01   6.5625550e-02
   2.2408027e-01   6.5967079e-02
   2.2742475e-01   6.6299733e-02
   2.3076923e-01   6.6623607e-02
   2.3411371e-01   6.6938790e-02
   2.3745819e-01   6.7245374e-02
   2.4080268e-01   6.7543447e-02
   2.4414716e-01   6.7833096e-02
   2.4749164e-01   6.8114406e-02
   2.5083612e-01   6.8387463e-02
   2.5418060e-01   6.8652348e-02
   2.5752508e-01   6.8909145e-02
   2.6086957e-01   6.9157933e-02
   2.6421405e-01   6.9398793e-02
   2.6755853e-01   6.9631803e-02
   2.7090301e-01   6.9857041e-02
   2.7424749e-01   7.0074584e-02
   2.7759197e-01   7.0284509e-02
   2.8093645e-01   7.0486889e-02
   2.8428094e-01   7.0681799e-02
   2.8762542e-01   7.0869313e-02
   2.9096990e-01   7.1049504e-02
   2.9431438e-01   7.1222443e-02
   2.9765886e-01   7.1388203e-02
   3.0100334e-01   7.1546852e-02
   3.0434783e-01   7.1698462e-02
   3.0769231e-01   7.1843101e-02
   3.1103679e-01   7.1980838e-02
   3.1438127e-01   7.2111742e-02
   3.1772575e-01   7.2235879e-02
   3.2107023e-01   7.2353316e-02
   3.2441472e-01   7.2464120e-02
   3.2775920e-01   7.2568355e-02
   3.3110368e-01   7.2666088e-02
   3.3444816e-01   7.2757382e-02
   3.3779264e-01   7.2842301e-02
   3.4113712e-01   7.2920908e-02
   3.4448161e-01   7.2993267e-02
   3.4782609e-01   7.3059440e-02
   3.5117057e-01   7.3119487e-02
   3.5451505e-01   7.3173471e-02
   3.5785953e-01   7.3221451e-02
   3.6120401e-01   7.3263489e-02
   3.6454849e-01   7.3299642e-02
   3.6789298e-01   7.3329971e-02
   3.7123746e-01   7.3354534e-02
   3.7458194e-01   7.3373388e-02
   3.7792642e-01   7.3386590e-02
   3.8127090e-01   7.3394199e-02
   3.8461538e-01   7.3396268e-02
   3.8795987e-01   7.3392855e-02
   3.9130435e-01   7.3384015e-02
   3.9464883e-01   7.3369801e-02
   3.9799331e-01   7.3350269e-02
   4.0133779e-01   7.3325470e-02
   4.0468227e-01   7.3295459e-02
   4.0802676e-01   7.3260287e-02
   4.1137124e-01   7.3220006e-02
   4.1471572e-01   7.3174668e-02
   4.1806020e-01   7.3124321e-02
   4.2140468e-01   7.3069018e-02
   4.2474916e-01   7.3008806e-02
   4.2809365e-01   7.2943734e-02
   4.3143813e-01   7.2873852e-02
   4.3478261e-01   7.2799205e-02
   4.3812709e-01   7.2719841e-02
   4.4147157e-01   7.2635806e-02
   4.4481605e-01   7.2547145e-02
   4.4816054e-01   7.2453904e-02
   4.5150502e-01   7.2356127e-02
   4.5484950e-01   7.2253857e-02
   4.5819398e-01   7.2147138e-02
   4.6153846e-01   7.2036011e-02
   4.6488294e-01   7.1920518e-02
   4.6822742e-01   7.1800701e-02
   4.7157191e-01   7.1676599e-02
   4.7491639e-01   7.1548251e-02
   4.7826087e-01   7.1415698e-02
   4.8160535e-01   7.1278976e-02
   4.8494983e-01   7.1138123e-02
   4.8829431e-01   7.0993176e-02
   4.9163880e-01   7.0844171e-02
   4.9498328e-01   7.0691143e-02
   4.9832776e-01   7.0534126e-02
   5.0167224e-01   7.0373154e-02
   5.0501672e-01   7.0208260e-02
   5.0836120e-01   7.0039476e-02
   5.1170569e-01   6.9866833e-02
   5.1505017e-01   6.9690363e-02
   5.1839465e-01   6.9510094e-02
   5.2173913e-01   6.9326055e-02
   5.2508361e-01   6.9138276e-02
   5.2842809e-01   6.8946782e-02
   5.3177258e-01   6.8751602e-02
   5.3511706e-01   6.8552759e-02
   5.3846154e-01   6.8350280e-02
   5.4180602e-01   6.8144188e-02
   5.4515050e-01   6.7934506e-02
   5.4849498e-01   6.7721257e-02
   5.5183946e-01   6.7504462e-02
   5.5518395e-01   6.7284141e-02
   5.5852843e-01   6.7060314e-02
   5.6187291e-01   6.6832999e-02
   5.6521739e-01   6.6602215e-02
   5.6856187e-01   6.6367979e-02
   5.7190635e-01   6.6130306e-02
   5.7525084e-01   6.5889212e-02
   5.7859532e-01   6.5644710e-02
   5.8193980e-01   6.5396814e-02
   5.8528428e-01   6.5145536e-02
   5.8862876e-01   6.4890887e-02
   5.9197324e-01   6.4632878e-02
