   0.0000000e+00   0.0000000e+00
   3.3444816e-03   9.3833761e-03
   6.6889632e-03   1.3264634e-02
   1.0033445e-02   1.6238363e-02
   1.3377926e-02   1.8741020e-02
   1.6722408e-02   2.0941621e-02
   2.0066890e-02   2.2926805e-02
   2.3411371e-02   2.4748008e-02
   2.6755853e-02   2.6438716e-02
   3.0100334e-02   2.8022165e-02
   3.3444816e-02   2.9515257e-02
   3.6789298e-02   3.0930734e-02
   4.0133779e-02   3.2278482e-02
   4.3478261e-02   3.3566354e-02
   4.6822742e-02   3.4800704e-02
   5.0167224e-02   3.5986762e-02
   5.3511706e-02   3.7128892e-02
   5.6856187e-02   3.8230779e-02
   6.0200669e-02   3.9295565e-02
   6.3545151e-02   4.0325959e-02
   6.6889632e-02   4.1324313e-02
   7.0234114e-02   4.2292682e-02
   7.3578595e-02   4.3232879e-02
   7.6923077e-02   4.4146507e-02
   8.0267559e-02   4.5034996e-02
   8.3612040e-02   4.5899626e-02
   8.6956522e-02   4.6741546e-02
   9.0301003e-02   4.7561796e-02
   9.3645485e-02   4.8361318e-02
   9.6989967e-02   4.9140969e-02
   1.0033445e-01   4.9901533e-02
   1.0367893e-01   5.0643725e-02
   1.0702341e-01   5.1368205e-02
   1.1036789e-01   5.2075580e-02
   1.1371237e-01   5.2766410e-02
   1.1705686e-01   5.3441213e-02
   1.2040134e-01   5.4100473e-02
   1.2374582e-01   5.4744636e-02
   1.2709030e-01   5.5374122e-02
   1.3043478e-01   5.5989319e-02
   1.3377926e-01   5.6590594e-02
   1.3712375e-01   5.7178289e-02
   1.4046823e-01   5.7752726e-02
   1.4381271e-01   5.8314207e-02
   1.4715719e-01   5.8863018e-02
   1.5050167e-01   5.9399429e-02
   1.5384615e-01   5.9923693e-02
   1.5719064e-01   6.0436053e-02
   1.6053512e-01   6.0936738e-02
   1.6387960e-01   6.1425963e-02
   1.6722408e-01   6.1903936e-02
   1.7056856e-01   6.2370853e-02
   1.7391304e-01   6.2826902e-02
   1.7725753e-01   6.3272261e-02
   1.8060201e-01   6.3707101e-02
   1.8394649e-01   6.4131586e-02
   1.8729097e-01   6.4545872e-02
   1.9063545e-01   6.4950109e-02
   1.9397993e-01   6.5344441e-02
   1.9732441e-01   6.5729007e-02
   2.0066890e-01   6.6103939e-02
   2.0401338e-01   6.6469365e-02
   2.0735786e-01   6.6825409e-02
   2.1070234e-01   6.7172191e-02
   2.1404682e-01   6.7509823e-02
   2.1739130e-01   6.7838419e-02
   2.2073579e-01   6.8158084e-02
   2.2408027e-01   6.8468923e-02
   2.2742475e-01   6.8771037e-02
   2.3076923e-01   6.9064522e-02
   2.3411371e-01   6.9349474e-02
   2.3745819e-01   6.9625984e-02
   2.4080268e-01   6.9894141e-02
   2.4414716e-01   7.0154033e-02
   2.4749164e-01   7.0405744e-02
   2.5083612e-01   7.0649355e-02
   2.5418060e-01   7.0884948e-02
   2.5752508e-01   7.1112599e-02
   2.6086957e-01   7.1332386e-02
   2.6421405e-01   7.1544383e-02
   2.6755853e-01   7.1748662e-02
   2.7090301e-01   7.1945294e-02
   2.7424749e-01   7.2134349e-02
   2.7759197e-01   7.2315895e-02
   2.8093645e-01   7.2489998e-02
   2.8428094e-01   7.2656724e-02
   2.8762542e-01   7.2816136e-02
   2.9096990e-01   7.2968298e-02
   2.9431438e-01   7.3113269e-02
   2.9765886e-01   7.3251112e-02
   3.0100334e-01   7.3381885e-02
   3.0434783e-01   7.3505646e-02
   3.0769231e-01   7.3622453e-02
   3.1103679e-01   7.3732361e-02
   3.1438127e-01   7.3835427e-02
   3.1772575e-01   7.3931704e-02
   3.2107023e-01   7.4021247e-02
   3.2441472e-01   7.4104108e-02
   3.2775920e-01   7.4180338e-02
   3.3110368e-01   7.4249990e-02
   3.3444816e-01   7.4313114e-02
   3.3779264e-01   7.4369760e-02
   3.4113712e-01   7.4419976e-02
   3.4448161e-01   7.4463812e-02
   3.4782609e-01   7.4501315e-02
   3.5117057e-01   7.4532533e-02
   3.5451505e-01   7.4557512e-02
   3.5785953e-01   7.4576299e-02
   3.6120401e-01   7.4588938e-02
   3.6454849e-01   7.4595476e-02
   3.6789298e-01   7.4595956e-02
   3.7123746e-01   7.4590423e-02
   3.7458194e-01   7.4578920e-02
   3.7792642e-01   7.4561490e-02
   3.8127090e-01   7.4538177e-02
   3.8461538e-01   7.4509021e-02
   3.8795987e-01   7.4474066e-02
   3.9130435e-01   7.4433352e-02
   3.9464883e-01   7.4386920e-02
   3.9799331e-01   7.4334810e-02
   4.0133779e-01   7.4277064e-02
   4.0468227e-01   7.4213720e-02
   4.0802676e-01   7.4144818e-02
   4.1137124e-01   7.4070398e-02
   4.1471572e-01   7.3990497e-02
   4.1806020e-01   7.3905154e-02
   4.2140468e-01   7.3814408e-02
   4.2474916e-01   7.3718295e-02
   4.2809365e-01   7.3616853e-02
   4.3143813e-01   7.3510120e-02
   4.3478261e-01   7.3398131e-02
   4.3812709e-01   7.3280924e-02
   4.4147157e-01   7.3158534e-02
   4.4481605e-01   7.3030998e-02
   4.4816054e-01   7.2898350e-02
   4.5150502e-01   7.2760626e-02
   4.5484950e-01   7.2617861e-02
